description,nick_name,start_time,end_time,run_time,run,data_name,pic_name,pic_id,test_param,param_value,rorschach,curvature,target_curvature,null_curvature,target_variability,null_variability,sample_size,obs_plot_location,response_no,correct,conf_level,choice_reason,participant_count,plot_count
emily-log-2,de8647cc02fe22eceeb395274fffbb39,1606271426,1606271587,161.3079653,53,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different slope,3,22
emily-log-2,de8647cc02fe22eceeb395274fffbb39,1606271587,1606271701,114.1554623,53,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Certain,Different shape,3,18
emily-log-2,de8647cc02fe22eceeb395274fffbb39,1606271701,1606272529,827.7998888,53,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,19,0,Neutral,Outlier(s),3,23
emily-log-2,e8780996f49098d76b26612bb3144739,1606196294,1606196321,26.48456144,54,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,e8780996f49098d76b26612bb3144739,1606196321,1606196358,36.73718071,54,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Neutral,Different shape,13,23
emily-log-2,e8780996f49098d76b26612bb3144739,1606196358,1606196401,43.49138594,54,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,20
emily-log-2,e8780996f49098d76b26612bb3144739,1606196401,1606196456,55.03552842,54,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Neutral,Different shape,13,22
emily-log-2,e8780996f49098d76b26612bb3144739,1606196456,1606196491,35.24084902,54,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Certain,Different range,13,22
emily-log-2,e8780996f49098d76b26612bb3144739,1606196492,1606196621,129.6749845,54,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,9,0,Neutral,Different range,13,21
emily-log-2,e8780996f49098d76b26612bb3144739,1606196621,1606196701,79.86955023,54,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,13,28
emily-log-2,e8780996f49098d76b26612bb3144739,1606196701,1606196736,35.14143372,54,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,10,0,Neutral,Clustering,13,23
emily-log-2,e8780996f49098d76b26612bb3144739,1606196736,1606196877,140.667016,54,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,e8780996f49098d76b26612bb3144739,1606196877,1606196900,22.82545972,54,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,19,0,Certain,Clustering,13,23
emily-log-2,e8780996f49098d76b26612bb3144739,1606196900,1606196916,15.98887563,54,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Neutral,Outlier(s),13,22
emily-log-2,e8780996f49098d76b26612bb3144739,1606196916,1606196941,25.10462236,54,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,19,0,Neutral,Clustering,13,21
emily-log-2,ea4da85e893a392bd02934acf7dd8502,1606192624,1606192636,11.77551913,55,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Uncertain,Different shape,2,21
emily-log-2,ea4da85e893a392bd02934acf7dd8502,1606192636,1606192644,8.491266251,55,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,2,28
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606268424,1606268927,503.0690637,56,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Very Certain,"Different shape, Outlier(s)",13,28
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606268927,1606269799,871.8301823,56,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Very Certain,"Clustering, Different slope",13,23
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606270835,1606271038,202.4738929,56,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,"Different shape, Different slope, Outlier(s)",13,18
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606271038,1606271649,611.473438,56,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,21
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606271649,1606272188,538.2300906,56,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different shape,13,22
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606272188,1606272523,335.6030056,56,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,7,0,Certain,Outlier(s),13,21
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606272523,1606273450,926.4594467,56,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,14,0,Neutral,Clustering,13,20
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606273450,1606273469,18.67825294,56,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,10,0,Certain,Different shape,13,20
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606273469,1606273486,17.88475657,56,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Very Certain,Different slope,13,18
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606273487,1606273700,213.7681186,56,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Very Certain,"Clustering, Different shape, Outlier(s)",13,23
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606273700,1606273712,11.59132004,56,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,"Different shape, Different slope",13,23
emily-log-2,f01138c98cd648f4a5945d7219e60734,1606273712,1606273725,13.5213654,56,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,"Different shape, Different slope, Outlier(s)",13,22
emily-log-2,f5b8b6da4021123c2308741a88aee3aa,1604531190,1604531328,137.556391,57,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,3,21
emily-log-2,f5b8b6da4021123c2308741a88aee3aa,1604531401,1604531412,11.31352305,57,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,"Different shape, Different slope",3,28
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890349,1603890356,7.335910797,58,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,21
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890356,1603890361,5.221656561,58,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Very Certain,Different slope,13,22
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890361,1603890372,11.2758069,58,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,Different range,13,21
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890373,1603890394,21.73120713,58,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890394,1603890401,6.598530531,58,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,"Different shape, Different slope",13,21
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890401,1603890407,6.135613441,58,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different shape,13,24
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890407,1603890446,38.84984541,58,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Neutral,Different range,13,22
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890446,1603890454,7.390993834,58,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different shape,13,23
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890454,1603890480,26.15865326,58,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,Different shape,13,18
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890480,1603890485,5.493133783,58,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Very Certain,Different shape,13,21
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890485,1603890502,16.20640659,58,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Very Certain,Different shape,13,18
emily-log-2,f9cd0853cfefc7c816a417b1909fb239,1603890502,1603890515,13.06814933,58,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,24
